************************************************************
             mc_replic: 1000
             prune_tol: [0 1.000000000000000e-06 1.000000000000000e-04 … ]
           data_burnin: 100
         Harvey_factor: 10
           cdfmvna_fct: "logmvncdf_ME"
               poolobj: [0×0 parallel.Pool]
    physical_cores_nbr: 18
         computer_arch: 'win64'
         parameter_set: 'DGP1'
              seed_nbr: 4.112460544000000e+09
           sample_size: 150
              filename: 'results_computing_time_DGP1_T150_R1000_win64'
               logfile: 'results/results_computing_time_DGP1_T150_R1000_win64.log'

************************************************************
Parameter Matrix G:
   0.800000000000000

Parameter Matrix F:
    10

Parameter Matrix R:
     1

Parameter Matrix mu_eps:
     1

Parameter Matrix Sigma_eps:
   0.010000000000000

Parameter Matrix mu_eta:
   0.300000000000000

Parameter Matrix Sigma_eta:
   0.640000000000000

Parameter Matrix nu_eta:
     0

Parameter Matrix Gamma_eta:
  -1.112500000000000

Parameter Matrix Delta_eta:
   0.207900000000000

Parameter Matrix lambda_eta:
  -0.890000000000000

Parameter Matrix sqrt_Sigma_eta:
   0.800000000000000

************************************************************
************************************************************
          SUMMARY STATISTICS
    <strong>mean(y1)</strong>    <strong>sd(y1)</strong>     <strong>skew(y1)</strong>  
    -15.586     9.8762        -0.1227
    -12.571     8.8682      0.0079654
    -11.691     9.2171       -0.33847
    -12.005     7.8037       -0.15156
    -6.0284     7.5967      -0.063336
    -14.693     8.6364       0.015749
    -10.206     9.5707       0.003098
    -11.302     10.207       -0.13733
    -6.4223     8.1888       -0.58778
    -10.726     10.002       -0.22314
     -8.243      7.818      -0.075371
    -12.321     8.3958       -0.20766
    -14.136     8.9583       -0.23315
    -7.0473     11.743       -0.31406
    -13.137      9.032        0.61544
    -10.422     8.8779        0.21145
    -16.873     10.792       -0.15465
    -8.9356      7.091       0.032885
    -10.489     6.7962       -0.50313
    -11.622     9.0831       -0.17745
    -10.069      6.778       -0.27776
    -14.192     9.9015        0.36853
    -8.8449     9.1932       -0.30894
    -10.684     9.2623       -0.11894
    -9.1293     6.3564       -0.41942
    -12.402     10.789      -0.014917
    -13.021     11.662      -0.036916
    -10.348     9.0356       -0.40691
    -12.672     7.6146        0.18017
    -13.196     10.597        0.16737
    -12.015     9.8637       -0.46375
     -14.56      7.829       -0.12732
     -14.58     8.4692       -0.50872
    -10.427     9.3853        -0.3528
    -14.243      9.039      -0.078444
    -6.5685      7.723        0.44657
    -11.136     11.264       -0.30449
    -13.157      8.397       0.050066
    -11.881      9.189       -0.23912
    -13.326     8.6774       0.021469
    -13.035     7.6521       -0.39293
    -13.813      9.158       -0.85229
     -16.89     10.058       0.085437
    -8.5003     10.771      -0.054419
    -11.346     9.5837       -0.56692
    -9.6704     8.4143      -0.027424
    -12.368     9.6856        -0.3926
    -13.474     9.2101       -0.52564
    -18.331      11.06      -0.067636
    -12.914      8.967       -0.36413
    -11.858     8.6827        -0.2833
    -11.344     9.0463       -0.48403
    -9.3938     6.3004       -0.56791
    -9.3533     8.2901      -0.023173
    -14.562     11.211       -0.27038
    -9.9252     9.1234       -0.29689
    -10.575     8.7279      -0.072002
    -10.435     11.658       -0.95136
    -14.686     10.829       -0.14208
    -7.7263     7.5189      -0.065626
    -12.682     8.7586      -0.018272
    -11.306      10.53       0.079929
    -10.241     8.7462       -0.11542
    -12.053     8.7302        0.05363
    -11.021      8.855       -0.41903
    -7.9967     9.8361        0.38314
     -13.72     10.581       -0.33803
    -12.798     8.4698        0.22784
    -12.302     8.3322       -0.62709
    -9.9685     8.7389       -0.19609
    -15.431     8.5618       -0.79236
    -14.225     8.2306       0.050127
    -14.217       9.35       -0.14902
    -16.288     8.8708      -0.074834
    -16.672      10.35       -0.54144
    -8.7936     10.079       -0.14881
    -14.075     8.1672       -0.33853
    -12.511      10.49       -0.22652
    -12.858     9.4991        0.15993
    -10.727     8.7385      -0.010567
    -11.721     10.011       -0.34052
    -13.296     7.8256       0.083693
    -11.422     10.476      -0.025637
    -12.435     9.9271      -0.062027
    -17.535     7.7349       0.035985
    -6.3713     8.4069      -0.030196
    -9.6176     8.6377       -0.10508
    -11.175     8.9982        -0.4992
    -10.047     8.9139        0.21089
    -12.164     7.9598       -0.45499
    -12.865     10.444       -0.15474
    -10.767     10.369      -0.032759
    -11.403     9.1382        0.13412
    -8.6593     8.7109       0.058517
    -15.503     8.4087       -0.46534
    -8.5138     8.5732        -0.4342
    -14.055     7.8058        0.23657
    -14.758     8.8739        0.19512
    -10.895     7.5758        0.19436
    -14.332     8.4865       -0.13286
    -10.745     9.7407       -0.15471
    -16.696     8.6391       -0.27018
    -15.226     6.7961       -0.12022
    -12.287     8.8648       -0.14319
    -15.625     8.0666       -0.26957
    -13.435     9.0695        0.02864
    -15.252     10.025       -0.30657
    -12.168     9.1553       -0.22604
    -14.235     7.9109       -0.64933
    -11.322     9.9446      -0.071112
    -12.417     9.9911       -0.27683
    -12.028     9.3887        0.13105
    -14.761      8.866         0.1504
    -10.874     7.5371        0.24217
    -14.463      10.77       -0.48153
    -17.631     9.9868      -0.037963
    -9.7107      9.531       -0.56177
    -12.764      7.165       -0.26819
    -12.617     8.9679       -0.33715
    -12.996     9.4842       -0.13207
    -14.346     7.1786      -0.033478
    -12.984     7.8179        0.24251
    -10.346     10.664       -0.11445
    -8.9277     8.3973       -0.56371
    -14.508     7.5809       0.035422
    -15.526      8.627       -0.29012
    -12.649     7.6816        0.10662
    -16.394     9.2783       -0.19202
     -12.24     10.442        -0.1608
    -13.945     9.1453        -0.3504
    -12.542     8.5528       -0.81412
    -10.242     8.4779       0.011403
    -13.552     8.1844       -0.38707
     -10.09     8.2149       0.007975
    -13.523     10.246       -0.16964
    -9.5264     6.6243       -0.44633
    -11.661     7.3381       -0.27946
    -10.538     7.3448      -0.025964
     -9.822     7.2462         0.1315
    -12.287     10.651       -0.89322
     -17.05      9.706       0.023962
    -12.579     8.2072       0.014511
    -17.511      9.256       -0.11851
    -14.965      9.031       -0.57304
    -12.438     8.7654        -0.3403
    -14.785     8.4664        0.24001
    -11.388     8.5948        0.17644
    -14.527     7.2961        0.02723
    -12.862     9.2226        0.21537
    -14.985     9.0039       -0.53561
    -11.597     6.8472       -0.41002
    -13.443     8.9852       -0.24363
    -14.919     10.243       -0.19436
    -16.524     10.086        -0.2267
    -14.231     9.4058       -0.13707
    -14.697      8.199        0.36816
    -13.117     8.4614       -0.25547
    -10.612     9.1206       -0.18568
    -14.137     11.631       -0.26815
    -12.072     7.7873       -0.42271
    -14.709     6.9133       -0.05287
    -14.646     10.233       0.081783
     -13.53     8.0178       -0.28224
     -13.64     10.279       -0.07442
    -17.908     9.3199       0.040256
    -13.847      10.19       -0.12878
    -13.825     9.9464      -0.012879
    -9.5604     7.6474        -1.0229
    -9.3782     8.4289       -0.28867
    -13.876      9.482       -0.23684
    -12.733     8.2656       -0.62301
    -11.369     11.048       -0.96515
    -7.8552     8.3296        -0.2018
    -11.964     9.0745      -0.072353
    -10.226     8.5017        0.11714
    -10.515      8.623       -0.73212
    -7.3403     7.3408        0.27436
    -12.699     10.509      -0.077431
     -14.23     9.5993      -0.029574
    -10.843     9.2841       -0.17831
    -14.389     7.2529       -0.15169
    -11.529     9.9265        0.52047
    -12.987     10.129      -0.091729
    -13.236     7.9747       -0.16324
    -12.716     7.8676       -0.18199
    -12.382     8.9824       -0.45261
    -13.346     10.975       -0.33512
    -10.632     8.2069        0.28661
    -13.621     6.3365       -0.29194
    -14.345     9.3248      -0.049436
    -13.289     10.263       -0.27066
    -14.749     9.9685      -0.083735
    -13.548     9.1569       -0.23215
    -12.536     8.1372       -0.39053
    -10.424     8.0234       -0.40373
    -9.1236     9.5217      -0.083311
    -10.401     9.6659        0.15379
    -10.156     8.8745       -0.45416
    -8.6125      8.299       -0.18565
    -11.018     9.8556       -0.19194
    -13.816     7.5085      -0.017968
    -17.108     8.5542       -0.10611
    -11.024     9.4148       -0.42487
    -14.302     7.1427       0.027275
     -13.13     10.278       -0.59996
     -11.32     9.2712       0.019749
    -14.129     10.847       -0.22465
    -7.3092      10.17       -0.65864
    -9.5336     8.1551       -0.61412
     -10.81     8.1255      -0.015834
     -11.63       9.42       -0.18595
    -12.625     11.703       -0.46563
    -9.6842     8.9846        0.12281
    -13.202     10.076       -0.27208
    -13.954     9.2687      -0.045815
    -11.026     8.5123      -0.074393
    -11.765     7.7115       -0.43964
    -11.395     8.7895       0.084954
    -11.332     9.9358       -0.22916
    -12.039     9.7247       -0.43185
    -13.697     8.9149      0.0050931
    -12.231     9.6172        -1.0044
    -13.711     8.5549       -0.15988
    -15.668     10.691       -0.53235
    -13.599     6.5739       -0.13112
    -15.142     9.5398         0.2475
    -14.281     9.2655      -0.083945
    -11.267     9.3728       -0.24047
    -10.479     9.8895       0.087497
     -13.32     9.6852       -0.27036
    -13.418     7.2755      -0.095219

************************************************************
Time to compute the log-likelihood once (in ms)
            <strong>Gaussian</strong>        <strong>CSN()</strong>       <strong>CSN(1e-06)</strong>    <strong>CSN(1e-04)</strong>    <strong>CSN(1e-02)</strong>
            <strong>_________</strong>    <strong>___________</strong>    <strong>__________</strong>    <strong>__________</strong>    <strong>__________</strong>

    <strong>Mean</strong>    0.2613727    545.2174348    8.4083112     8.1237267     4.4245559 
    <strong>Low </strong>       0.2206       485.3956      7.54855       7.33435        3.9832 
    <strong>High</strong>      0.47995      631.35775       13.892       12.5877       7.42815 

Total computing time : 0h00m32s


Latex Table Entries:

DGP1 & 150 & $\underset{[0.22;0.48]}{0.2614}$ & $\underset{[485.40;631.36]}{545.2174}$ & $\underset{[7.55;13.89]}{8.4083}$ & $\underset{[7.33;12.59]}{8.1237}$ & $\underset{[3.98;7.43]}{4.4246}$ \\
