Starting Dynare (version 7-unstable).
Calling Dynare with arguments: none
Using build directory: /Users/wmutschl/Work/Forschung/Projects/Skewed_Kalman/replication_codes/dynare-csn/matlab/../build-matlab
Starting preprocessing of the model file ...
Found 8 equation(s).
Evaluating expressions...
Computing static model derivatives (order 1).
Normalizing the static model...
Finding the optimal block decomposition of the static model...
6 block(s) found:
  5 recursive block(s) and 1 simultaneous block(s).
  the largest simultaneous block has 2 equation(s)
                                 and 2 feedback variable(s).
Computing dynamic model derivatives (order 2).
Normalizing the dynamic model...
Finding the optimal block decomposition of the dynamic model...
2 block(s) found:
  1 recursive block(s) and 1 simultaneous block(s).
  the largest simultaneous block has 5 equation(s)
                                 and 5 feedback variable(s).
Preprocessing completed.
Preprocessing time: 0h00m00s.

You did not declare endogenous variables after the estimation/calib_smoother command.
Initial value of the log posterior (or likelihood): 1206.2242

Simplex initialization...
Done!

Objective function value: -1206.7545

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
268         520         -1.2075446E+03  -1.2075444E+03  2.5124711E-04  1.7331744E-02  reflect-0
269         522         -1.2075446E+03  -1.2075444E+03  2.4697048E-04  1.7331744E-02  contract inside
270         524         -1.2075448E+03  -1.2075444E+03  4.0745734E-04  1.9970422E-02  reflect-1
271         526         -1.2075448E+03  -1.2075445E+03  3.8810582E-04  1.9970422E-02  contract outside
272         528         -1.2075448E+03  -1.2075445E+03  3.7486938E-04  1.9970422E-02  contract inside
273         529         -1.2075448E+03  -1.2075445E+03  3.7136811E-04  1.9970422E-02  reflect-0
274         530         -1.2075448E+03  -1.2075446E+03  2.9375848E-04  1.9970422E-02  reflect-0
275         532         -1.2075448E+03  -1.2075446E+03  2.9223676E-04  1.9970422E-02  contract inside
276         534         -1.2075448E+03  -1.2075446E+03  2.9060306E-04  1.9970422E-02  contract inside
277         536         -1.2075448E+03  -1.2075446E+03  2.9031253E-04  1.1985852E-02  contract inside
278         537         -1.2075448E+03  -1.2075446E+03  2.1012989E-04  1.1985852E-02  reflect-0
279         538         -1.2075448E+03  -1.2075446E+03  1.9602789E-04  1.1985852E-02  reflect-0
280         539         -1.2075448E+03  -1.2075447E+03  1.6791701E-04  1.1985852E-02  reflect-0
281         540         -1.2075448E+03  -1.2075447E+03  1.6449584E-04  1.1985852E-02  reflect-0
282         541         -1.2075448E+03  -1.2075447E+03  1.5250949E-04  1.1985852E-02  reflect-0
283         542         -1.2075448E+03  -1.2075447E+03  1.4236873E-04  1.1985852E-02  reflect-0
284         544         -1.2075448E+03  -1.2075447E+03  1.2761506E-04  1.1985852E-02  contract inside
285         546         -1.2075448E+03  -1.2075447E+03  1.2345655E-04  1.1985852E-02  contract inside
286         547         -1.2075448E+03  -1.2075447E+03  1.0632607E-04  1.1985852E-02  reflect-0
287         548         -1.2075448E+03  -1.2075447E+03  1.0278651E-04  1.1985852E-02  reflect-0
288         550         -1.2075449E+03  -1.2075447E+03  1.3671281E-04  1.2466804E-02  reflect-1
289         599         -1.2075452E+03  -1.2075448E+03  4.7910226E-04  7.0599304E-03  expand-opt
290         600         -1.2075452E+03  -1.2075448E+03  4.6907251E-04  7.0599304E-03  reflect-0
291         601         -1.2075452E+03  -1.2075448E+03  4.6741525E-04  7.0599304E-03  reflect-0
292         602         -1.2075452E+03  -1.2075448E+03  4.6005809E-04  7.0599304E-03  reflect-0
293         603         -1.2075452E+03  -1.2075448E+03  4.1051206E-04  7.0599304E-03  reflect-0
294         604         -1.2075452E+03  -1.2075448E+03  4.0666390E-04  7.0599304E-03  reflect-0
295         605         -1.2075452E+03  -1.2075448E+03  4.0019306E-04  7.0599304E-03  reflect-0
296         606         -1.2075452E+03  -1.2075448E+03  3.8916171E-04  1.1363042E-02  reflect-0
297         607         -1.2075452E+03  -1.2075448E+03  3.8665666E-04  1.1363042E-02  reflect-0
298         608         -1.2075452E+03  -1.2075449E+03  3.6447430E-04  1.1363042E-02  reflect-0
299         609         -1.2075452E+03  -1.2075449E+03  3.5206341E-04  1.1363042E-02  reflect-0

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
300         611         -1.2075453E+03  -1.2075450E+03  3.2119816E-04  8.5583839E-03  reflect-1
301         612         -1.2075453E+03  -1.2075450E+03  3.0003192E-04  1.0986933E-02  reflect-0
302         613         -1.2075453E+03  -1.2075450E+03  2.7581404E-04  1.0986933E-02  reflect-0
303         614         -1.2075453E+03  -1.2075451E+03  2.1146809E-04  1.0986933E-02  reflect-0
304         615         -1.2075453E+03  -1.2075451E+03  1.9112347E-04  1.0986933E-02  reflect-0
305         617         -1.2075453E+03  -1.2075451E+03  1.7379359E-04  1.0986933E-02  contract inside
306         618         -1.2075453E+03  -1.2075452E+03  1.6916346E-04  1.0986933E-02  reflect-0
307         620         -1.2075454E+03  -1.2075452E+03  2.1461381E-04  1.0897306E-02  reflect-1
308         622         -1.2075454E+03  -1.2075452E+03  1.5743786E-04  1.0897306E-02  contract outside
309         623         -1.2075454E+03  -1.2075452E+03  1.4136142E-04  1.1583576E-02  reflect-0
310         625         -1.2075454E+03  -1.2075452E+03  1.4229369E-04  7.2074249E-03  reflect-1
311         627         -1.2075454E+03  -1.2075452E+03  1.3784323E-04  7.2074249E-03  contract inside
312         628         -1.2075454E+03  -1.2075452E+03  1.2222028E-04  8.4758008E-03  reflect-0
313         629         -1.2075454E+03  -1.2075452E+03  1.2015016E-04  8.4758008E-03  reflect-0
314         631         -1.2075454E+03  -1.2075453E+03  1.1426900E-04  8.4758008E-03  contract inside
315         633         -1.2075454E+03  -1.2075453E+03  9.5529272E-05  8.4758008E-03  contract inside
316         639         -1.2075455E+03  -1.2075453E+03  1.8100574E-04  9.0183459E-03  expand-opt
317         640         -1.2075455E+03  -1.2075453E+03  1.7598881E-04  9.0183459E-03  reflect-0
318         641         -1.2075455E+03  -1.2075453E+03  1.6468726E-04  9.0183459E-03  reflect-0
319         642         -1.2075455E+03  -1.2075453E+03  1.5999663E-04  9.0183459E-03  reflect-0
320         644         -1.2075455E+03  -1.2075453E+03  1.6074037E-04  8.5816601E-03  reflect-1
321         646         -1.2075455E+03  -1.2075454E+03  1.4440826E-04  4.7480537E-03  contract outside
322         647         -1.2075455E+03  -1.2075454E+03  1.4399607E-04  5.0441457E-03  reflect-0
323         649         -1.2075455E+03  -1.2075454E+03  1.5942450E-04  4.7549289E-03  reflect-1
324         663         -1.2075456E+03  -1.2075454E+03  2.0120077E-04  4.9128113E-03  expand-opt
325         664         -1.2075456E+03  -1.2075454E+03  2.0017207E-04  4.9128113E-03  reflect-0
326         666         -1.2075456E+03  -1.2075454E+03  2.1190289E-04  6.9849847E-03  reflect-1
327         667         -1.2075456E+03  -1.2075454E+03  1.9294707E-04  6.9849847E-03  reflect-0
328         668         -1.2075456E+03  -1.2075454E+03  1.7575192E-04  6.9849847E-03  reflect-0
329         670         -1.2075456E+03  -1.2075454E+03  2.0134430E-04  8.3521575E-03  reflect-1
330         676         -1.2075457E+03  -1.2075454E+03  2.9899147E-04  1.4435963E-02  expand-opt
331         677         -1.2075457E+03  -1.2075455E+03  2.5144496E-04  1.4435963E-02  reflect-0
332         678         -1.2075457E+03  -1.2075455E+03  2.4831824E-04  1.4435963E-02  reflect-0
333         680         -1.2075458E+03  -1.2075455E+03  2.3259357E-04  7.7338909E-03  reflect-1
334         688         -1.2075459E+03  -1.2075455E+03  3.2258791E-04  1.1348969E-02  expand-opt
335         689         -1.2075459E+03  -1.2075456E+03  2.9859108E-04  1.1348969E-02  reflect-0
336         690         -1.2075459E+03  -1.2075456E+03  2.9562344E-04  1.1348969E-02  reflect-0
337         699         -1.2075459E+03  -1.2075456E+03  3.6811474E-04  1.1065715E-02  expand-opt
338         700         -1.2075459E+03  -1.2075456E+03  3.4279946E-04  1.1065715E-02  reflect-0
339         726         -1.2075462E+03  -1.2075456E+03  5.8334742E-04  2.6978612E-02  expand-opt
340         727         -1.2075462E+03  -1.2075456E+03  5.7759333E-04  2.3984673E-02  reflect-0
341         728         -1.2075462E+03  -1.2075457E+03  4.9255392E-04  2.3984673E-02  reflect-0
342         729         -1.2075462E+03  -1.2075457E+03  4.6587213E-04  2.3081023E-02  reflect-0
343         730         -1.2075462E+03  -1.2075458E+03  4.6051279E-04  2.3081023E-02  reflect-0
344         732         -1.2075462E+03  -1.2075458E+03  4.9162182E-04  1.6013509E-02  reflect-1
345         733         -1.2075462E+03  -1.2075458E+03  4.4048591E-04  1.3191442E-02  reflect-0
346         734         -1.2075462E+03  -1.2075458E+03  4.3477018E-04  1.1149805E-02  reflect-0
347         736         -1.2075464E+03  -1.2075459E+03  4.9499161E-04  1.8949338E-02  reflect-1
348         737         -1.2075464E+03  -1.2075459E+03  4.1467697E-04  1.8949338E-02  reflect-0
349         739         -1.2075464E+03  -1.2075460E+03  3.8836668E-04  1.7718550E-02  contract outside

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
350         741         -1.2075464E+03  -1.2075460E+03  4.0440945E-04  1.3479025E-02  reflect-1
351         742         -1.2075464E+03  -1.2075462E+03  2.6482961E-04  1.3479025E-02  reflect-0
352         744         -1.2075464E+03  -1.2075462E+03  2.6353967E-04  1.3479025E-02  contract inside
353         745         -1.2075464E+03  -1.2075462E+03  2.4963517E-04  1.5349238E-02  reflect-0
354         746         -1.2075464E+03  -1.2075462E+03  2.4683542E-04  1.5349238E-02  reflect-0
355         748         -1.2075465E+03  -1.2075462E+03  2.6475699E-04  1.1886036E-02  reflect-1
356         760         -1.2075466E+03  -1.2075462E+03  3.5031502E-04  1.5230518E-02  expand-opt
357         783         -1.2075468E+03  -1.2075462E+03  5.2942190E-04  1.1019097E-02  expand-opt
358         784         -1.2075468E+03  -1.2075463E+03  5.1854033E-04  1.0717266E-02  reflect-0
359         785         -1.2075468E+03  -1.2075463E+03  4.7073292E-04  1.4481155E-02  reflect-0
360         786         -1.2075468E+03  -1.2075463E+03  4.6115828E-04  1.4481155E-02  reflect-0
361         788         -1.2075468E+03  -1.2075464E+03  4.4495587E-04  1.1489782E-02  reflect-1
362         799         -1.2075469E+03  -1.2075464E+03  5.3735223E-04  1.2024681E-02  expand-opt
363         800         -1.2075469E+03  -1.2075464E+03  5.2256690E-04  1.2024681E-02  reflect-0
364         802         -1.2075469E+03  -1.2075464E+03  5.0910521E-04  1.2025462E-02  reflect-1
365         803         -1.2075469E+03  -1.2075465E+03  4.7703554E-04  1.2025462E-02  reflect-0
366         805         -1.2075471E+03  -1.2075466E+03  5.3073313E-04  1.2404248E-02  reflect-1
367         810         -1.2075473E+03  -1.2075466E+03  6.5470291E-04  1.9653001E-02  expand-opt
368         811         -1.2075473E+03  -1.2075466E+03  6.1831111E-04  1.9653001E-02  reflect-0
369         812         -1.2075473E+03  -1.2075467E+03  5.3954708E-04  1.6085468E-02  reflect-0
370         814         -1.2075473E+03  -1.2075468E+03  5.1959063E-04  1.8976529E-02  reflect-1
371         815         -1.2075473E+03  -1.2075468E+03  4.9217741E-04  1.8976529E-02  reflect-0
372         816         -1.2075473E+03  -1.2075469E+03  4.2978556E-04  1.8976529E-02  reflect-0
373         818         -1.2075474E+03  -1.2075469E+03  5.1214524E-04  1.5386017E-02  reflect-1
374         820         -1.2075475E+03  -1.2075469E+03  5.6068287E-04  1.3070481E-02  reflect-1
375         821         -1.2075475E+03  -1.2075469E+03  5.4350387E-04  1.3070481E-02  reflect-0
376         822         -1.2075475E+03  -1.2075471E+03  3.8582927E-04  1.3070481E-02  reflect-0
377         824         -1.2075476E+03  -1.2075472E+03  3.8958031E-04  1.1777170E-02  reflect-1
378         826         -1.2075476E+03  -1.2075472E+03  3.9451606E-04  2.0121171E-02  reflect-1
379         827         -1.2075476E+03  -1.2075472E+03  3.4036089E-04  2.1697044E-02  reflect-0
380         829         -1.2075476E+03  -1.2075473E+03  3.1030099E-04  1.0996885E-02  reflect-1
381         830         -1.2075476E+03  -1.2075473E+03  2.8875418E-04  1.0996885E-02  reflect-0
382         831         -1.2075476E+03  -1.2075473E+03  2.7893531E-04  1.0996885E-02  reflect-0
383         838         -1.2075479E+03  -1.2075473E+03  5.5888257E-04  2.0972214E-02  expand-opt
384         839         -1.2075479E+03  -1.2075474E+03  4.6621326E-04  2.0972214E-02  reflect-0
385         840         -1.2075479E+03  -1.2075474E+03  4.4386401E-04  2.0972214E-02  reflect-0
386         841         -1.2075479E+03  -1.2075475E+03  4.3110244E-04  2.0972214E-02  reflect-0
387         843         -1.2075479E+03  -1.2075475E+03  4.1989982E-04  2.0972214E-02  contract inside
388         844         -1.2075479E+03  -1.2075475E+03  4.1951523E-04  2.0972214E-02  reflect-0
389         846         -1.2075479E+03  -1.2075475E+03  4.0834422E-04  2.0972214E-02  contract inside
390         847         -1.2075479E+03  -1.2075475E+03  4.0604614E-04  2.0972214E-02  reflect-0
391         849         -1.2075479E+03  -1.2075476E+03  3.3865670E-04  2.0972214E-02  contract outside
392         866         -1.2075481E+03  -1.2075476E+03  5.1263575E-04  1.8692747E-02  expand-opt
393         867         -1.2075481E+03  -1.2075476E+03  5.1109210E-04  1.7967918E-02  reflect-0
394         868         -1.2075481E+03  -1.2075476E+03  4.9440960E-04  1.7967918E-02  reflect-0
395         869         -1.2075481E+03  -1.2075476E+03  4.2240999E-04  1.7967918E-02  reflect-0
396         870         -1.2075481E+03  -1.2075477E+03  3.9333915E-04  1.7967918E-02  reflect-0
397         872         -1.2075481E+03  -1.2075477E+03  4.0531200E-04  1.3379860E-02  reflect-1
398         874         -1.2075481E+03  -1.2075477E+03  3.8388837E-04  1.0946683E-02  reflect-1
399         876         -1.2075481E+03  -1.2075477E+03  3.9088611E-04  1.5476636E-02  reflect-1

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
400         877         -1.2075481E+03  -1.2075477E+03  3.7195886E-04  1.8111968E-02  reflect-0
401         886         -1.2075483E+03  -1.2075478E+03  5.0210553E-04  1.4614437E-02  expand-opt
402         887         -1.2075483E+03  -1.2075478E+03  5.0155893E-04  1.4614437E-02  reflect-0
403         888         -1.2075483E+03  -1.2075478E+03  4.9797880E-04  1.4614437E-02  reflect-0
404         889         -1.2075483E+03  -1.2075479E+03  4.5021993E-04  1.4614437E-02  reflect-0
405         890         -1.2075483E+03  -1.2075479E+03  4.1828982E-04  1.5099267E-02  reflect-0
406         892         -1.2075485E+03  -1.2075480E+03  5.2078034E-04  1.3979477E-02  reflect-1
407         893         -1.2075485E+03  -1.2075480E+03  4.3298206E-04  1.4430522E-02  reflect-0
408         894         -1.2075485E+03  -1.2075481E+03  4.0335075E-04  1.4430522E-02  reflect-0
409         895         -1.2075485E+03  -1.2075481E+03  3.8499619E-04  1.4430522E-02  reflect-0
410         908         -1.2075486E+03  -1.2075481E+03  4.8320999E-04  2.0604469E-02  expand-opt
411         909         -1.2075486E+03  -1.2075481E+03  4.7571651E-04  2.0604469E-02  reflect-0
412         927         -1.2075489E+03  -1.2075481E+03  8.2014547E-04  1.4105658E-02  expand-opt
413         928         -1.2075489E+03  -1.2075481E+03  7.9667260E-04  1.4105658E-02  reflect-0
414         929         -1.2075489E+03  -1.2075482E+03  7.0077116E-04  1.4105658E-02  reflect-0
415         930         -1.2075489E+03  -1.2075483E+03  6.4547067E-04  1.4105658E-02  reflect-0
416         931         -1.2075489E+03  -1.2075483E+03  6.3197529E-04  1.4105658E-02  reflect-0
417         932         -1.2075489E+03  -1.2075483E+03  5.9800033E-04  1.4105658E-02  reflect-0
418         950         -1.2075492E+03  -1.2075484E+03  7.8250708E-04  2.0972721E-02  expand-opt
419         960         -1.2075495E+03  -1.2075485E+03  1.0260908E-03  1.7265096E-02  expand-opt
420         961         -1.2075495E+03  -1.2075486E+03  9.4144635E-04  1.7265096E-02  reflect-0
421         987         -1.2075500E+03  -1.2075486E+03  1.4207304E-03  2.8574558E-02  expand-opt
422         988         -1.2075500E+03  -1.2075486E+03  1.4181588E-03  2.8574558E-02  reflect-0
423         989         -1.2075500E+03  -1.2075487E+03  1.3358568E-03  2.8574558E-02  reflect-0
424         990         -1.2075500E+03  -1.2075488E+03  1.1791525E-03  2.8574558E-02  reflect-0
425         991         -1.2075500E+03  -1.2075489E+03  1.1433719E-03  2.8574558E-02  reflect-0
426         992         -1.2075500E+03  -1.2075489E+03  1.1374927E-03  2.8574558E-02  reflect-0
427         993         -1.2075500E+03  -1.2075489E+03  1.0654783E-03  3.0121831E-02  reflect-0
428         995         -1.2075503E+03  -1.2075492E+03  1.1434750E-03  2.0067819E-02  reflect-1
429         996         -1.2075503E+03  -1.2075492E+03  1.0932821E-03  2.0067819E-02  reflect-0
430         998         -1.2075503E+03  -1.2075493E+03  9.9548482E-04  1.5453079E-02  reflect-1
431         1000        -1.2075505E+03  -1.2075495E+03  1.0345469E-03  2.1142015E-02  reflect-1
432         1001        -1.2075505E+03  -1.2075496E+03  8.8679006E-04  2.1142015E-02  reflect-0
433         1002        -1.2075505E+03  -1.2075497E+03  8.2221417E-04  2.1142015E-02  reflect-0
434         1003        -1.2075505E+03  -1.2075498E+03  7.6030934E-04  2.1142015E-02  reflect-0
435         1005        -1.2075507E+03  -1.2075498E+03  9.0962584E-04  1.5872463E-02  reflect-1
436         1006        -1.2075507E+03  -1.2075499E+03  8.0342520E-04  1.5872463E-02  reflect-0
437         1008        -1.2075508E+03  -1.2075500E+03  7.9671179E-04  2.5782907E-02  reflect-1
438         1009        -1.2075508E+03  -1.2075500E+03  7.5635849E-04  2.5782907E-02  reflect-0
439         1010        -1.2075508E+03  -1.2075501E+03  6.9396384E-04  2.5782907E-02  reflect-0
440         1011        -1.2075508E+03  -1.2075501E+03  6.6288653E-04  2.5782907E-02  reflect-0
441         1013        -1.2075508E+03  -1.2075501E+03  6.2214437E-04  2.5310286E-02  contract inside
442         1014        -1.2075508E+03  -1.2075502E+03  5.3173105E-04  2.5310286E-02  reflect-0
443         1016        -1.2075509E+03  -1.2075502E+03  6.7381933E-04  2.0831761E-02  reflect-1
444         1017        -1.2075509E+03  -1.2075503E+03  6.2399104E-04  2.0831761E-02  reflect-0
445         1018        -1.2075509E+03  -1.2075503E+03  5.8901075E-04  2.0831761E-02  reflect-0
446         1031        -1.2075513E+03  -1.2075504E+03  8.8999091E-04  2.4514884E-02  expand-opt
447         1032        -1.2075513E+03  -1.2075505E+03  7.9044290E-04  2.4514884E-02  reflect-0
448         1033        -1.2075513E+03  -1.2075505E+03  7.8431516E-04  2.4514884E-02  reflect-0
449         1034        -1.2075513E+03  -1.2075506E+03  7.6156775E-04  2.4514884E-02  reflect-0

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
450         1036        -1.2075515E+03  -1.2075506E+03  9.0089509E-04  2.1711948E-02  reflect-1
451         1037        -1.2075515E+03  -1.2075507E+03  8.2075158E-04  1.8994983E-02  reflect-0
452         1038        -1.2075515E+03  -1.2075507E+03  7.7907021E-04  1.8994983E-02  reflect-0
453         1039        -1.2075515E+03  -1.2075508E+03  7.5184178E-04  1.8994983E-02  reflect-0
454         1058        -1.2075521E+03  -1.2075509E+03  1.2647812E-03  2.3158700E-02  expand-opt
455         1059        -1.2075521E+03  -1.2075509E+03  1.2268789E-03  2.3114138E-02  reflect-0
456         1060        -1.2075521E+03  -1.2075509E+03  1.2125551E-03  2.3114138E-02  reflect-0
457         1061        -1.2075521E+03  -1.2075509E+03  1.2104644E-03  2.3114138E-02  reflect-0
458         1072        -1.2075525E+03  -1.2075509E+03  1.5704451E-03  2.0704335E-02  expand-opt
459         1073        -1.2075525E+03  -1.2075510E+03  1.5293496E-03  2.0704335E-02  reflect-0
460         1074        -1.2075525E+03  -1.2075511E+03  1.4331711E-03  2.0498016E-02  reflect-0
461         1075        -1.2075525E+03  -1.2075511E+03  1.3772731E-03  2.3692849E-02  reflect-0
462         1076        -1.2075525E+03  -1.2075513E+03  1.1958841E-03  2.3692849E-02  reflect-0
463         1078        -1.2075528E+03  -1.2075514E+03  1.4253431E-03  1.6931008E-02  reflect-1
464         1079        -1.2075528E+03  -1.2075515E+03  1.3213899E-03  1.6931008E-02  reflect-0
465         1081        -1.2075530E+03  -1.2075516E+03  1.4522752E-03  1.8869989E-02  reflect-1
466         1083        -1.2075531E+03  -1.2075517E+03  1.3880098E-03  2.6364585E-02  reflect-1
467         1085        -1.2075531E+03  -1.2075518E+03  1.3174572E-03  2.6364585E-02  contract inside
468         1086        -1.2075531E+03  -1.2075521E+03  9.8592569E-04  2.6364585E-02  reflect-0
469         1087        -1.2075531E+03  -1.2075521E+03  9.5385614E-04  2.6364585E-02  reflect-0
470         1089        -1.2075533E+03  -1.2075523E+03  9.9061403E-04  1.8398342E-02  reflect-1
471         1090        -1.2075533E+03  -1.2075524E+03  9.5685729E-04  1.8398342E-02  reflect-0
472         1091        -1.2075533E+03  -1.2075525E+03  8.3584013E-04  2.4510855E-02  reflect-0
473         1108        -1.2075535E+03  -1.2075525E+03  1.0322859E-03  2.3655474E-02  expand-opt
474         1109        -1.2075535E+03  -1.2075525E+03  1.0283125E-03  2.3655474E-02  reflect-0
475         1148        -1.2075548E+03  -1.2075526E+03  2.2276567E-03  2.5656917E-02  expand-opt
476         1149        -1.2075548E+03  -1.2075527E+03  2.1185398E-03  2.5656917E-02  reflect-0
477         1150        -1.2075548E+03  -1.2075528E+03  1.9800197E-03  2.5656917E-02  reflect-0
478         1151        -1.2075548E+03  -1.2075528E+03  1.9587299E-03  2.5656917E-02  reflect-0
479         1152        -1.2075548E+03  -1.2075529E+03  1.8812314E-03  2.5656917E-02  reflect-0
480         1153        -1.2075548E+03  -1.2075529E+03  1.8521849E-03  2.5656917E-02  reflect-0
481         1154        -1.2075548E+03  -1.2075530E+03  1.7839353E-03  1.8910394E-02  reflect-0
482         1158        -1.2075554E+03  -1.2075531E+03  2.2789366E-03  1.8094840E-02  expand-opt
483         1159        -1.2075554E+03  -1.2075533E+03  2.0541753E-03  1.8094840E-02  reflect-0
484         1160        -1.2075554E+03  -1.2075534E+03  1.9209121E-03  1.8094840E-02  reflect-0
485         1161        -1.2075554E+03  -1.2075535E+03  1.8174970E-03  1.8094840E-02  reflect-0
486         1162        -1.2075554E+03  -1.2075537E+03  1.6797653E-03  1.8094840E-02  reflect-0
487         1164        -1.2075555E+03  -1.2075538E+03  1.7037291E-03  2.7164824E-02  reflect-1
488         1166        -1.2075560E+03  -1.2075541E+03  1.8976756E-03  1.6265235E-02  reflect-1
489         1167        -1.2075560E+03  -1.2075543E+03  1.6679268E-03  1.6265235E-02  reflect-0
490         1169        -1.2075560E+03  -1.2075545E+03  1.4470222E-03  1.6265235E-02  contract outside
491         1170        -1.2075560E+03  -1.2075546E+03  1.3562678E-03  1.6265235E-02  reflect-0
492         1171        -1.2075560E+03  -1.2075547E+03  1.3240177E-03  1.6265235E-02  reflect-0
493         1172        -1.2075560E+03  -1.2075548E+03  1.1968338E-03  1.8006589E-02  reflect-0
494         1173        -1.2075560E+03  -1.2075549E+03  1.0534806E-03  1.8006589E-02  reflect-0
495         1175        -1.2075560E+03  -1.2075549E+03  1.0474471E-03  1.6265235E-02  contract inside
496         1177        -1.2075561E+03  -1.2075551E+03  9.3503523E-04  2.8120474E-02  reflect-1
497         1178        -1.2075561E+03  -1.2075552E+03  8.7340528E-04  2.8120474E-02  reflect-0
498         1179        -1.2075561E+03  -1.2075553E+03  7.2394027E-04  1.9450800E-02  reflect-0
499         1181        -1.2075561E+03  -1.2075554E+03  6.8907507E-04  1.9450800E-02  contract inside

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
500         1183        -1.2075562E+03  -1.2075554E+03  7.8753922E-04  2.4532381E-02  reflect-1
501         1185        -1.2075566E+03  -1.2075555E+03  1.1582850E-03  1.6047896E-02  reflect-1
502         1186        -1.2075566E+03  -1.2075556E+03  9.8811612E-04  1.6047896E-02  reflect-0
503         1187        -1.2075566E+03  -1.2075557E+03  9.0889530E-04  1.6047896E-02  reflect-0
504         1188        -1.2075566E+03  -1.2075559E+03  7.4707735E-04  1.9062543E-02  reflect-0
505         1189        -1.2075566E+03  -1.2075559E+03  7.4276651E-04  1.9062543E-02  reflect-0
506         1191        -1.2075568E+03  -1.2075559E+03  8.5708957E-04  1.4219898E-02  reflect-1
507         1193        -1.2075569E+03  -1.2075560E+03  9.0117181E-04  1.7511691E-02  reflect-1
508         1194        -1.2075569E+03  -1.2075560E+03  8.9332990E-04  1.7511691E-02  reflect-0
509         1195        -1.2075569E+03  -1.2075561E+03  8.2706920E-04  1.7511691E-02  reflect-0
510         1197        -1.2075571E+03  -1.2075561E+03  9.3010197E-04  1.7569035E-02  reflect-1
511         1198        -1.2075571E+03  -1.2075562E+03  8.9915339E-04  1.7569035E-02  reflect-0
512         1199        -1.2075571E+03  -1.2075563E+03  7.8818094E-04  1.7569035E-02  reflect-0
513         1200        -1.2075571E+03  -1.2075563E+03  7.8214312E-04  1.7569035E-02  reflect-0
514         1202        -1.2075571E+03  -1.2075564E+03  6.8759934E-04  1.7569035E-02  contract outside
515         1203        -1.2075571E+03  -1.2075564E+03  6.5129993E-04  2.0720287E-02  reflect-0
516         1204        -1.2075571E+03  -1.2075565E+03  6.1078154E-04  2.0720287E-02  reflect-0
517         1206        -1.2075572E+03  -1.2075566E+03  6.1912586E-04  1.3487360E-02  reflect-1
518         1222        -1.2075575E+03  -1.2075567E+03  7.9383499E-04  1.3171386E-02  expand-opt
519         1224        -1.2075575E+03  -1.2075567E+03  7.3302525E-04  1.3171386E-02  contract inside
520         1225        -1.2075575E+03  -1.2075568E+03  7.0285439E-04  1.4847264E-02  reflect-0
521         1227        -1.2075575E+03  -1.2075568E+03  7.2588613E-04  1.7283091E-02  reflect-1
522         1229        -1.2075575E+03  -1.2075568E+03  7.1446703E-04  1.7283091E-02  contract inside
523         1230        -1.2075575E+03  -1.2075568E+03  7.0976254E-04  1.7283091E-02  reflect-0
524         1232        -1.2075575E+03  -1.2075568E+03  6.7101496E-04  1.7283091E-02  contract inside
525         1234        -1.2075576E+03  -1.2075569E+03  7.1524328E-04  1.0297534E-02  reflect-1
526         1235        -1.2075576E+03  -1.2075570E+03  6.1215268E-04  1.0297534E-02  reflect-0
527         1236        -1.2075576E+03  -1.2075570E+03  6.0685918E-04  1.0297534E-02  reflect-0
528         1237        -1.2075576E+03  -1.2075571E+03  5.3245874E-04  1.6580864E-02  reflect-0
529         1238        -1.2075576E+03  -1.2075571E+03  5.1833906E-04  1.6580864E-02  reflect-0
530         1246        -1.2075579E+03  -1.2075572E+03  7.3403379E-04  1.7478786E-02  expand-opt
531         1247        -1.2075579E+03  -1.2075572E+03  7.2528524E-04  1.7478786E-02  reflect-0
532         1248        -1.2075579E+03  -1.2075572E+03  7.0433519E-04  1.5785020E-02  reflect-0
533         1249        -1.2075579E+03  -1.2075572E+03  6.7412770E-04  1.5785020E-02  reflect-0
534         1251        -1.2075581E+03  -1.2075573E+03  7.7923151E-04  1.2065430E-02  reflect-1
535         1252        -1.2075581E+03  -1.2075573E+03  7.3950876E-04  1.2065430E-02  reflect-0
536         1253        -1.2075581E+03  -1.2075575E+03  6.1528854E-04  1.2065430E-02  reflect-0
537         1254        -1.2075581E+03  -1.2075575E+03  5.8858464E-04  1.2065430E-02  reflect-0
538         1256        -1.2075584E+03  -1.2075575E+03  8.1304511E-04  9.1118542E-03  reflect-1
539         1257        -1.2075584E+03  -1.2075576E+03  7.5772338E-04  9.1118542E-03  reflect-0
540         1258        -1.2075584E+03  -1.2075578E+03  5.7863365E-04  1.2307161E-02  reflect-0
541         1259        -1.2075584E+03  -1.2075578E+03  5.1574663E-04  1.2307161E-02  reflect-0
