Starting Dynare (version 7-unstable).
Calling Dynare with arguments: none
Using build directory: /Users/wmutschl/Work/Forschung/Projects/Skewed_Kalman/replication_codes/dynare-csn/matlab/../build-matlab
Starting preprocessing of the model file ...
Found 8 equation(s).
Evaluating expressions...
Computing static model derivatives (order 1).
Normalizing the static model...
Finding the optimal block decomposition of the static model...
6 block(s) found:
  5 recursive block(s) and 1 simultaneous block(s).
  the largest simultaneous block has 2 equation(s)
                                 and 2 feedback variable(s).
Computing dynamic model derivatives (order 2).
Normalizing the dynamic model...
Finding the optimal block decomposition of the dynamic model...
2 block(s) found:
  1 recursive block(s) and 1 simultaneous block(s).
  the largest simultaneous block has 5 equation(s)
                                 and 5 feedback variable(s).
Preprocessing completed.
Preprocessing time: 0h00m00s.

You did not declare endogenous variables after the estimation/calib_smoother command.
Initial value of the log posterior (or likelihood): 1206.2242

Simplex initialization...
Done!

Objective function value: -1206.7545

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
811         2295        -1.2075616E+03  -1.2075615E+03  1.5383054E-04  1.9650690E-02  reflect-0
812         2305        -1.2075616E+03  -1.2075615E+03  1.5055978E-04  1.9650690E-02  reflect-0
813         2315        -1.2075616E+03  -1.2075615E+03  1.4091345E-04  1.4963765E-02  reflect-0
814         2325        -1.2075616E+03  -1.2075615E+03  1.3265283E-04  1.2392055E-02  reflect-0
815         2335        -1.2075616E+03  -1.2075615E+03  1.1033213E-04  1.2392055E-02  reflect-0
816         2345        -1.2075616E+03  -1.2075615E+03  1.0237579E-04  1.1760197E-02  reflect-0
817         2355        -1.2075616E+03  -1.2075616E+03  7.7476224E-05  1.1760197E-02  reflect-0
818         2365        -1.2075616E+03  -1.2075616E+03  7.2703781E-05  1.1760197E-02  reflect-0
819         2385        -1.2075616E+03  -1.2075616E+03  6.9441369E-05  1.1703922E-02  reflect-1
820         2405        -1.2075617E+03  -1.2075616E+03  8.9903501E-05  1.6443612E-02  reflect-1
821         2415        -1.2075617E+03  -1.2075616E+03  8.8836417E-05  1.6443612E-02  reflect-0
822         2425        -1.2075617E+03  -1.2075616E+03  8.2384082E-05  1.6443612E-02  reflect-0
823         2445        -1.2075617E+03  -1.2075616E+03  7.6074456E-05  1.6443612E-02  contract outside
824         2465        -1.2075617E+03  -1.2075616E+03  7.2000716E-05  1.6443612E-02  contract outside
825         2475        -1.2075617E+03  -1.2075616E+03  7.1667839E-05  1.4227360E-02  reflect-0
826         2485        -1.2075617E+03  -1.2075616E+03  6.2928886E-05  1.4227360E-02  reflect-0
827         2505        -1.2075617E+03  -1.2075616E+03  4.5877627E-05  1.4227360E-02  contract inside
828         2515        -1.2075617E+03  -1.2075616E+03  4.5597753E-05  1.4227360E-02  reflect-0
829         2525        -1.2075617E+03  -1.2075616E+03  4.4131443E-05  1.4227360E-02  reflect-0
830         2535        -1.2075617E+03  -1.2075616E+03  2.8163020E-05  1.4186744E-02  reflect-0
831         2545        -1.2075617E+03  -1.2075616E+03  2.7917904E-05  1.4186744E-02  reflect-0
832         2565        -1.2075617E+03  -1.2075616E+03  3.8274363E-05  8.2736553E-03  contract inside
833         2575        -1.2075617E+03  -1.2075617E+03  3.1672450E-05  8.2736553E-03  reflect-0
834         2585        -1.2075617E+03  -1.2075617E+03  2.9609775E-05  8.2736553E-03  reflect-0
835         2595        -1.2075617E+03  -1.2075617E+03  2.9476140E-05  8.2736553E-03  reflect-0
836         2615        -1.2075617E+03  -1.2075617E+03  3.1915781E-05  9.7490519E-03  contract inside
837         2635        -1.2075617E+03  -1.2075617E+03  3.1747670E-05  7.8713460E-03  contract outside
838         2655        -1.2075617E+03  -1.2075617E+03  2.7232331E-05  7.2537459E-03  contract outside
839         2675        -1.2075617E+03  -1.2075617E+03  2.8050908E-05  6.0173286E-03  contract inside
840         2695        -1.2075617E+03  -1.2075617E+03  2.6894248E-05  6.0173286E-03  contract inside
841         2705        -1.2075617E+03  -1.2075617E+03  2.4623514E-05  8.2219812E-03  reflect-0
842         2725        -1.2075617E+03  -1.2075617E+03  2.5649013E-05  6.6738108E-03  contract inside
843         2745        -1.2075617E+03  -1.2075617E+03  2.5366675E-05  6.6738108E-03  contract inside
844         2755        -1.2075617E+03  -1.2075617E+03  1.4900836E-05  6.6738108E-03  reflect-0
845         2775        -1.2075617E+03  -1.2075617E+03  1.5289847E-05  5.8880403E-03  contract inside
846         2795        -1.2075617E+03  -1.2075617E+03  1.2117869E-05  6.0531443E-03  reflect-1
847         2805        -1.2075617E+03  -1.2075617E+03  1.1165871E-05  5.2864441E-03  reflect-0
848         2825        -1.2075617E+03  -1.2075617E+03  1.3953840E-05  7.7859556E-03  contract inside
849         2845        -1.2075617E+03  -1.2075617E+03  1.6494882E-05  5.7565998E-03  reflect-1

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
850         2855        -1.2075617E+03  -1.2075617E+03  1.6150406E-05  5.7565998E-03  reflect-0
851         2875        -1.2075617E+03  -1.2075617E+03  1.3931409E-05  5.1334804E-03  contract inside
852         2885        -1.2075617E+03  -1.2075617E+03  1.3908896E-05  5.1334804E-03  reflect-0
853         2905        -1.2075617E+03  -1.2075617E+03  1.1903316E-05  5.1334804E-03  contract inside
854         2915        -1.2075617E+03  -1.2075617E+03  1.0681606E-05  5.1334804E-03  reflect-0
855         2925        -1.2075617E+03  -1.2075617E+03  1.0433065E-05  5.1334804E-03  reflect-0
856         2945        -1.2075617E+03  -1.2075617E+03  1.0327602E-05  5.1334804E-03  contract inside
857         2965        -1.2075617E+03  -1.2075617E+03  9.4827465E-06  5.1334804E-03  contract outside
858         3275        -1.2075617E+03  -1.2075617E+03  2.7475631E-05  7.4945824E-03  expand-opt
859         3285        -1.2075617E+03  -1.2075617E+03  2.7098512E-05  7.4945824E-03  reflect-0
860         3295        -1.2075617E+03  -1.2075617E+03  2.6714674E-05  7.4945824E-03  reflect-0
861         3305        -1.2075617E+03  -1.2075617E+03  2.4321621E-05  7.4945824E-03  reflect-0
862         3315        -1.2075617E+03  -1.2075617E+03  2.4180558E-05  8.5916761E-03  reflect-0
863         3335        -1.2075617E+03  -1.2075617E+03  2.3031353E-05  8.5916761E-03  contract inside
864         3355        -1.2075617E+03  -1.2075617E+03  2.2591657E-05  7.3426394E-03  contract inside
865         3375        -1.2075617E+03  -1.2075617E+03  2.2121905E-05  7.3426394E-03  contract inside
866         3385        -1.2075617E+03  -1.2075617E+03  2.1422385E-05  7.3426394E-03  reflect-0
867         3395        -1.2075617E+03  -1.2075617E+03  2.1141509E-05  7.3426394E-03  reflect-0
868         3405        -1.2075617E+03  -1.2075617E+03  2.1079092E-05  7.3426394E-03  reflect-0
869         3415        -1.2075617E+03  -1.2075617E+03  1.9534109E-05  7.3426394E-03  reflect-0
870         3425        -1.2075617E+03  -1.2075617E+03  1.9242750E-05  7.3426394E-03  reflect-0
871         3435        -1.2075617E+03  -1.2075617E+03  1.8915029E-05  7.2714651E-03  reflect-0
872         3445        -1.2075617E+03  -1.2075617E+03  1.5125961E-05  7.2714651E-03  reflect-0
873         3455        -1.2075617E+03  -1.2075617E+03  1.4899520E-05  7.2714651E-03  reflect-0
874         3475        -1.2075617E+03  -1.2075617E+03  1.6717293E-05  5.6827613E-03  reflect-1
875         3495        -1.2075617E+03  -1.2075617E+03  1.6478302E-05  4.0197797E-03  reflect-1
876         3505        -1.2075617E+03  -1.2075617E+03  1.3290731E-05  3.8184429E-03  reflect-0
877         3525        -1.2075617E+03  -1.2075617E+03  1.5033960E-05  4.1224142E-03  reflect-1
878         3545        -1.2075617E+03  -1.2075617E+03  1.4710608E-05  3.4935895E-03  reflect-1
879         3555        -1.2075617E+03  -1.2075617E+03  1.3472935E-05  4.0139251E-03  reflect-0
880         3565        -1.2075617E+03  -1.2075617E+03  1.3193203E-05  4.0139251E-03  reflect-0
881         3575        -1.2075617E+03  -1.2075617E+03  1.1878358E-05  4.0139251E-03  reflect-0
882         3585        -1.2075617E+03  -1.2075617E+03  1.0463794E-05  4.0139251E-03  reflect-0
883         3595        -1.2075617E+03  -1.2075617E+03  1.0415663E-05  4.0139251E-03  reflect-0
884         3615        -1.2075617E+03  -1.2075617E+03  1.1823929E-05  6.2421116E-03  reflect-1
885         3635        -1.2075617E+03  -1.2075617E+03  1.0718134E-05  4.5540897E-03  contract inside
886         3685        -1.2075617E+03  -1.2075617E+03  1.6228220E-05  5.5391567E-03  expand-opt
887         3695        -1.2075617E+03  -1.2075617E+03  1.4936718E-05  5.1941406E-03  reflect-0
888         3705        -1.2075617E+03  -1.2075617E+03  1.4803454E-05  5.1941406E-03  reflect-0
889         3725        -1.2075617E+03  -1.2075617E+03  1.3714186E-05  3.6165613E-03  reflect-1
890         3735        -1.2075617E+03  -1.2075617E+03  1.2783176E-05  3.6165613E-03  reflect-0
891         3745        -1.2075617E+03  -1.2075617E+03  1.2739445E-05  3.6165613E-03  reflect-0
892         3755        -1.2075617E+03  -1.2075617E+03  1.0835968E-05  3.1438327E-03  reflect-0
893         3775        -1.2075617E+03  -1.2075617E+03  1.3467573E-05  4.4315017E-03  reflect-1
894         3785        -1.2075617E+03  -1.2075617E+03  1.3296718E-05  4.4315017E-03  reflect-0
895         3915        -1.2075618E+03  -1.2075617E+03  2.3444797E-05  2.7827573E-03  expand-opt
896         3925        -1.2075618E+03  -1.2075617E+03  2.2387355E-05  2.7827573E-03  reflect-0
897         3935        -1.2075618E+03  -1.2075617E+03  2.0532882E-05  2.9010407E-03  reflect-0

NO SIGNIFICANT IMPROVEMENT AFTER 101 ITERATIONS!

(Re)Start with a lager simplex based on the best current values for the control variables.

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move

MAXIMUM NUMBER OF SIMPLEX REINITIALIZATION EXCEEDED (1)!

(Re)Start with a lager simplex based on the best current values for the control variables.

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
900         1235        -1.2075618E+03  -1.2053291E+03  2.2326705E+00  1.5776005E-01  contract outside
901         1435        -1.2075618E+03  -1.2065823E+03  9.7949925E-01  1.5776005E-01  contract inside
902         1535        -1.2075618E+03  -1.2068620E+03  6.9972439E-01  1.5776005E-01  reflect-0
903         1735        -1.2075618E+03  -1.2072208E+03  3.4097447E-01  1.5776005E-01  contract outside
904         1935        -1.2075618E+03  -1.2073673E+03  1.9442138E-01  1.5776005E-01  contract inside
905         2135        -1.2075618E+03  -1.2073928E+03  1.6899542E-01  1.5776005E-01  contract inside
906         2335        -1.2075618E+03  -1.2073971E+03  1.6468355E-01  8.1674769E-02  contract inside
907         2535        -1.2075618E+03  -1.2074297E+03  1.3207320E-01  8.1674769E-02  contract inside
908         2735        -1.2075618E+03  -1.2074329E+03  1.2888385E-01  8.1674769E-02  contract inside
909         2935        -1.2075618E+03  -1.2074558E+03  1.0591878E-01  8.1674769E-02  contract outside
910         3135        -1.2075618E+03  -1.2074651E+03  9.6695163E-02  8.1674769E-02  contract inside
911         3335        -1.2075618E+03  -1.2074768E+03  8.4911870E-02  8.1674769E-02  contract inside
912         3535        -1.2075618E+03  -1.2075169E+03  4.4889746E-02  8.1674769E-02  contract inside
913         3735        -1.2075618E+03  -1.2075174E+03  4.4387534E-02  8.1674769E-02  contract inside
914         3835        -1.2075618E+03  -1.2075221E+03  3.9686070E-02  6.2893086E-02  reflect-0
915         4035        -1.2075618E+03  -1.2075235E+03  3.8211095E-02  6.2893086E-02  contract inside
916         4235        -1.2075618E+03  -1.2075327E+03  2.9097664E-02  2.6862742E-02  contract inside
917         4435        -1.2075618E+03  -1.2075332E+03  2.8528130E-02  2.6862742E-02  contract inside
918         4635        -1.2075618E+03  -1.2075335E+03  2.8250755E-02  2.6862742E-02  contract inside
919         4735        -1.2075618E+03  -1.2075373E+03  2.4424778E-02  2.6862742E-02  reflect-0
920         4935        -1.2075618E+03  -1.2075374E+03  2.4314723E-02  2.6862742E-02  contract inside
921         5135        -1.2075618E+03  -1.2075381E+03  2.3657329E-02  2.6862742E-02  contract inside
922         5235        -1.2075618E+03  -1.2075402E+03  2.1511347E-02  2.6862742E-02  reflect-0
923         5435        -1.2075618E+03  -1.2075403E+03  2.1467744E-02  2.6862742E-02  contract inside
924         5635        -1.2075618E+03  -1.2075508E+03  1.0979334E-02  2.6862742E-02  contract outside
925         5735        -1.2075618E+03  -1.2075508E+03  1.0909909E-02  2.6862742E-02  reflect-0
926         5935        -1.2075618E+03  -1.2075516E+03  1.0193021E-02  2.6862742E-02  contract inside
927         6035        -1.2075618E+03  -1.2075517E+03  1.0052387E-02  3.3086025E-02  reflect-0
928         6235        -1.2075618E+03  -1.2075536E+03  8.1608580E-03  3.3086025E-02  contract inside
929         6435        -1.2075618E+03  -1.2075542E+03  7.5430466E-03  3.3086025E-02  contract inside
930         6635        -1.2075618E+03  -1.2075550E+03  6.7378187E-03  3.3086025E-02  contract inside
931         6835        -1.2075618E+03  -1.2075553E+03  6.4565636E-03  1.8024645E-02  contract inside
932         7035        -1.2075618E+03  -1.2075556E+03  6.1269380E-03  1.8024645E-02  contract inside
933         7135        -1.2075618E+03  -1.2075561E+03  5.6577446E-03  1.8024645E-02  reflect-0
934         7335        -1.2075618E+03  -1.2075566E+03  5.1609509E-03  1.8024645E-02  contract inside
935         7535        -1.2075618E+03  -1.2075573E+03  4.4321307E-03  1.8024645E-02  contract inside
936         7735        -1.2075618E+03  -1.2075586E+03  3.1233639E-03  1.8024645E-02  contract inside
937         7835        -1.2075618E+03  -1.2075589E+03  2.8695083E-03  1.8024645E-02  reflect-0
938         7935        -1.2075618E+03  -1.2075593E+03  2.4897893E-03  1.8024645E-02  reflect-0
939         8035        -1.2075618E+03  -1.2075594E+03  2.3470089E-03  1.8024645E-02  reflect-0
940         8235        -1.2075618E+03  -1.2075596E+03  2.1679461E-03  1.8024645E-02  contract inside
941         8435        -1.2075618E+03  -1.2075597E+03  2.0277943E-03  1.8024645E-02  contract inside
942         8635        -1.2075618E+03  -1.2075598E+03  2.0019269E-03  1.1139114E-02  contract inside
943         8735        -1.2075618E+03  -1.2075598E+03  1.9711526E-03  1.1139114E-02  reflect-0
944         8935        -1.2075618E+03  -1.2075599E+03  1.9074753E-03  1.1139114E-02  contract inside
945         9135        -1.2075618E+03  -1.2075600E+03  1.7623286E-03  1.1139114E-02  contract inside
946         9335        -1.2075618E+03  -1.2075600E+03  1.7558750E-03  1.1139114E-02  contract inside
947         9535        -1.2075618E+03  -1.2075600E+03  1.7307509E-03  1.1139114E-02  contract outside
948         9735        -1.2075618E+03  -1.2075604E+03  1.3896035E-03  1.1139114E-02  contract inside
949         9935        -1.2075618E+03  -1.2075604E+03  1.3245563E-03  1.1139114E-02  contract inside

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
950         1015        -1.2075618E+03  -1.2075610E+03  7.2814322E-04  1.1139114E-02  contract inside
951         1025        -1.2075618E+03  -1.2075611E+03  6.9570475E-04  1.1139114E-02  reflect-0
952         1035        -1.2075618E+03  -1.2075611E+03  6.5226671E-04  1.1139114E-02  reflect-0
953         1055        -1.2075618E+03  -1.2075611E+03  6.2499650E-04  1.1139114E-02  contract outside
954         1075        -1.2075618E+03  -1.2075611E+03  6.1616383E-04  6.6703550E-03  contract outside
955         1095        -1.2075618E+03  -1.2075612E+03  6.0718813E-04  6.6703550E-03  contract inside
956         1115        -1.2075618E+03  -1.2075612E+03  5.9038445E-04  6.6703550E-03  contract inside
957         1125        -1.2075618E+03  -1.2075612E+03  5.8720693E-04  6.7294065E-03  reflect-0
958         1135        -1.2075618E+03  -1.2075612E+03  5.8323445E-04  6.7294065E-03  reflect-0
959         1145        -1.2075618E+03  -1.2075612E+03  5.4573459E-04  6.7294065E-03  reflect-0
960         1155        -1.2075618E+03  -1.2075613E+03  5.0375504E-04  6.7294065E-03  reflect-0
961         1175        -1.2075618E+03  -1.2075613E+03  4.6994402E-04  6.4931905E-03  contract inside
962         1185        -1.2075618E+03  -1.2075613E+03  4.6196013E-04  6.4931905E-03  reflect-0
963         1205        -1.2075618E+03  -1.2075614E+03  3.8727070E-04  6.4931905E-03  contract inside
964         1225        -1.2075618E+03  -1.2075615E+03  2.9372575E-04  6.4931905E-03  contract inside
965         1235        -1.2075618E+03  -1.2075615E+03  2.9045311E-04  5.3769035E-03  reflect-0
966         1245        -1.2075618E+03  -1.2075615E+03  2.8722265E-04  5.3769035E-03  reflect-0
967         1265        -1.2075618E+03  -1.2075615E+03  2.8288141E-04  5.3257466E-03  contract inside
968         1285        -1.2075618E+03  -1.2075615E+03  2.6140616E-04  5.3257466E-03  contract outside
969         1295        -1.2075618E+03  -1.2075615E+03  2.2324691E-04  5.3257466E-03  reflect-0
970         1305        -1.2075618E+03  -1.2075616E+03  2.0176146E-04  6.3377707E-03  reflect-0
971         1325        -1.2075618E+03  -1.2075616E+03  1.9505954E-04  6.3377707E-03  contract inside
972         1335        -1.2075618E+03  -1.2075616E+03  1.8626372E-04  6.3377707E-03  reflect-0
973         1355        -1.2075618E+03  -1.2075616E+03  1.5947215E-04  6.3377707E-03  contract inside
974         1365        -1.2075618E+03  -1.2075616E+03  1.5755918E-04  6.3377707E-03  reflect-0
975         1385        -1.2075618E+03  -1.2075616E+03  1.4674639E-04  6.3377707E-03  contract inside
976         1395        -1.2075618E+03  -1.2075616E+03  1.2501437E-04  6.3377707E-03  reflect-0
977         1405        -1.2075618E+03  -1.2075616E+03  1.2304166E-04  6.3377707E-03  reflect-0
978         1425        -1.2075618E+03  -1.2075617E+03  1.0364034E-04  5.1905445E-03  contract inside
979         1445        -1.2075618E+03  -1.2075617E+03  1.0161265E-04  5.1905445E-03  contract inside
980         1465        -1.2075618E+03  -1.2075617E+03  9.7364378E-05  5.1905445E-03  contract inside
981         1475        -1.2075618E+03  -1.2075617E+03  9.5580437E-05  5.1905445E-03  reflect-0
982         1495        -1.2075618E+03  -1.2075617E+03  8.8281076E-05  5.1905445E-03  contract inside
983         1515        -1.2075618E+03  -1.2075617E+03  6.7333447E-05  4.5371386E-03  contract outside
984         1535        -1.2075618E+03  -1.2075617E+03  5.1656154E-05  4.5371386E-03  contract inside
985         1545        -1.2075618E+03  -1.2075617E+03  4.8444096E-05  4.5371386E-03  reflect-0
986         1565        -1.2075618E+03  -1.2075617E+03  4.6981784E-05  4.5371386E-03  contract inside
987         1575        -1.2075618E+03  -1.2075617E+03  4.6620990E-05  4.5371386E-03  reflect-0
988         1595        -1.2075618E+03  -1.2075617E+03  4.5250430E-05  4.5371386E-03  contract inside
989         1615        -1.2075618E+03  -1.2075617E+03  2.9265981E-05  4.5371386E-03  contract inside
990         1635        -1.2075618E+03  -1.2075617E+03  2.8347468E-05  3.5385931E-03  contract inside
991         1655        -1.2075618E+03  -1.2075617E+03  2.5400529E-05  3.5385931E-03  contract outside
992         1675        -1.2075618E+03  -1.2075617E+03  2.2568159E-05  3.3745232E-03  contract outside
993         1695        -1.2075618E+03  -1.2075617E+03  1.8279385E-05  1.7512196E-03  reflect-1
994         1715        -1.2075618E+03  -1.2075617E+03  2.8430045E-05  2.6038117E-03  reflect-1
995         1735        -1.2075618E+03  -1.2075617E+03  2.1877726E-05  2.6038117E-03  contract outside
996         1745        -1.2075618E+03  -1.2075618E+03  1.9209207E-05  2.6038117E-03  reflect-0
997         1755        -1.2075618E+03  -1.2075618E+03  1.8957390E-05  2.6038117E-03  reflect-0
998         1765        -1.2075618E+03  -1.2075618E+03  1.6494730E-05  2.6038117E-03  reflect-0
999         1775        -1.2075618E+03  -1.2075618E+03  1.6062144E-05  2.6038117E-03  reflect-0

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
1000        1795        -1.2075618E+03  -1.2075618E+03  1.7343195E-05  2.1467811E-03  reflect-1

NO SIGNIFICANT IMPROVEMENT AFTER 101 ITERATIONS!

(Re)Start with a lager simplex based on the best current values for the control variables.

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move

MAXIMUM NUMBER OF SIMPLEX REINITIALIZATION EXCEEDED (1)!

1002        1915        -1.2075618E+03  -1.2055022E+03  2.0595295E+00  1.5030905E-01  contract outside
1003        1935        -1.2075618E+03  -1.2062714E+03  1.2904035E+00  1.5030905E-01  contract inside
1004        1945        -1.2075618E+03  -1.2069180E+03  6.4374231E-01  1.5030905E-01  reflect-0
1005        1965        -1.2075618E+03  -1.2071976E+03  3.6421390E-01  1.5030905E-01  contract outside
1006        1985        -1.2075618E+03  -1.2073831E+03  1.7864650E-01  1.5030905E-01  contract inside
1007        2005        -1.2075618E+03  -1.2074075E+03  1.5425340E-01  1.5030905E-01  contract inside
1008        2025        -1.2075618E+03  -1.2074123E+03  1.4950547E-01  7.7817275E-02  contract inside
1009        2045        -1.2075618E+03  -1.2074383E+03  1.2349738E-01  7.7817275E-02  contract inside
1010        2065        -1.2075618E+03  -1.2074437E+03  1.1809831E-01  7.7817275E-02  contract inside
1011        2085        -1.2075618E+03  -1.2074584E+03  1.0335011E-01  7.7817275E-02  contract outside
1012        2105        -1.2075618E+03  -1.2074659E+03  9.5866131E-02  7.7817275E-02  contract inside
1013        2125        -1.2075618E+03  -1.2074843E+03  7.7488649E-02  7.7817275E-02  contract inside
1014        2145        -1.2075618E+03  -1.2075200E+03  4.1813570E-02  7.7817275E-02  contract inside
1015        2165        -1.2075618E+03  -1.2075211E+03  4.0669695E-02  7.7817275E-02  contract inside
1016        2175        -1.2075618E+03  -1.2075257E+03  3.6086510E-02  6.0076284E-02  reflect-0
1017        2195        -1.2075618E+03  -1.2075262E+03  3.5533582E-02  6.0076284E-02  contract inside
1018        2215        -1.2075618E+03  -1.2075308E+03  3.0968626E-02  2.5711547E-02  contract inside
1019        2225        -1.2075618E+03  -1.2075343E+03  2.7462137E-02  2.5711547E-02  reflect-0
1020        2245        -1.2075618E+03  -1.2075348E+03  2.7005621E-02  2.5711547E-02  contract inside
1021        2265        -1.2075618E+03  -1.2075362E+03  2.5532804E-02  2.5711547E-02  contract inside
1022        2285        -1.2075618E+03  -1.2075404E+03  2.1411998E-02  2.5711547E-02  contract inside
1023        2295        -1.2075618E+03  -1.2075404E+03  2.1382669E-02  2.5711547E-02  reflect-0
1024        2315        -1.2075618E+03  -1.2075405E+03  2.1273091E-02  2.5711547E-02  contract inside
1025        2335        -1.2075618E+03  -1.2075423E+03  1.9423067E-02  2.5711547E-02  contract inside
1026        2355        -1.2075618E+03  -1.2075513E+03  1.0517787E-02  2.5711547E-02  contract inside
1027        2375        -1.2075618E+03  -1.2075517E+03  1.0097440E-02  2.5711547E-02  contract inside
1028        2395        -1.2075618E+03  -1.2075520E+03  9.7840732E-03  2.5711547E-02  contract inside
1029        2405        -1.2075618E+03  -1.2075545E+03  7.2892166E-03  3.2855195E-02  reflect-0
1030        2425        -1.2075618E+03  -1.2075548E+03  6.9453128E-03  3.2855195E-02  contract outside
1031        2435        -1.2075618E+03  -1.2075553E+03  6.5225545E-03  3.2855195E-02  reflect-0
1032        2455        -1.2075618E+03  -1.2075559E+03  5.8502275E-03  3.2855195E-02  contract inside
1033        2475        -1.2075618E+03  -1.2075561E+03  5.7144428E-03  3.2855195E-02  contract inside
1034        2495        -1.2075618E+03  -1.2075562E+03  5.6141362E-03  3.2855195E-02  contract inside
1035        2515        -1.2075618E+03  -1.2075569E+03  4.8767598E-03  3.2855195E-02  contract inside
1036        2525        -1.2075618E+03  -1.2075574E+03  4.3525006E-03  3.2855195E-02  reflect-0
1037        2545        -1.2075618E+03  -1.2075575E+03  4.2775785E-03  1.8178178E-02  contract inside
1038        2565        -1.2075618E+03  -1.2075584E+03  3.3439730E-03  1.8178178E-02  contract inside
1039        2585        -1.2075618E+03  -1.2075588E+03  2.9717802E-03  1.8178178E-02  contract inside
1040        2605        -1.2075618E+03  -1.2075596E+03  2.2111553E-03  1.8178178E-02  contract outside
1041        2625        -1.2075618E+03  -1.2075598E+03  2.0131137E-03  1.8178178E-02  contract inside
1042        2635        -1.2075618E+03  -1.2075600E+03  1.7857763E-03  1.8178178E-02  reflect-0
1043        2655        -1.2075618E+03  -1.2075600E+03  1.7574682E-03  1.8178178E-02  contract inside
1044        2675        -1.2075618E+03  -1.2075601E+03  1.6551608E-03  1.8178178E-02  contract inside
1045        2685        -1.2075618E+03  -1.2075603E+03  1.5217313E-03  1.8178178E-02  reflect-0
1046        2705        -1.2075618E+03  -1.2075603E+03  1.4930759E-03  1.8178178E-02  contract inside
1047        2715        -1.2075618E+03  -1.2075604E+03  1.4012526E-03  1.8178178E-02  reflect-0
1048        2725        -1.2075618E+03  -1.2075604E+03  1.3772189E-03  8.8822234E-03  reflect-0
1049        2745        -1.2075618E+03  -1.2075604E+03  1.3675403E-03  8.8822234E-03  contract inside

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
1050        2765        -1.2075618E+03  -1.2075605E+03  1.2883359E-03  8.8822234E-03  contract inside
1051        2785        -1.2075618E+03  -1.2075606E+03  1.1388487E-03  8.8822234E-03  contract inside
1052        2795        -1.2075618E+03  -1.2075608E+03  9.3889324E-04  8.8822234E-03  reflect-0
1053        2815        -1.2075618E+03  -1.2075609E+03  8.5318081E-04  7.6210720E-03  contract inside
1054        2825        -1.2075618E+03  -1.2075610E+03  8.1871149E-04  7.6210720E-03  reflect-0
1055        2835        -1.2075618E+03  -1.2075611E+03  6.9550650E-04  7.6210720E-03  reflect-0
1056        2845        -1.2075618E+03  -1.2075611E+03  6.9470857E-04  7.6210720E-03  reflect-0
1057        2855        -1.2075618E+03  -1.2075611E+03  6.4253147E-04  4.8072066E-03  reflect-0
1058        2875        -1.2075618E+03  -1.2075612E+03  6.0512115E-04  4.8072066E-03  contract inside
1059        2895        -1.2075618E+03  -1.2075612E+03  5.5300542E-04  4.8072066E-03  contract inside
1060        2915        -1.2075618E+03  -1.2075612E+03  5.5004030E-04  4.8072066E-03  contract outside
1061        2925        -1.2075618E+03  -1.2075612E+03  5.3279128E-04  4.5883612E-03  reflect-0
1062        2935        -1.2075618E+03  -1.2075613E+03  5.1074231E-04  4.5883612E-03  reflect-0
1063        2945        -1.2075618E+03  -1.2075613E+03  4.8971986E-04  4.5126620E-03  reflect-0
1064        2965        -1.2075618E+03  -1.2075613E+03  4.3878802E-04  4.0494763E-03  contract inside
1065        2985        -1.2075618E+03  -1.2075614E+03  4.1331382E-04  4.0494763E-03  contract inside
1066        2995        -1.2075618E+03  -1.2075614E+03  3.9105207E-04  4.0494763E-03  reflect-0
1067        3005        -1.2075618E+03  -1.2075614E+03  3.8874294E-04  4.0494763E-03  reflect-0
1068        3025        -1.2075618E+03  -1.2075615E+03  2.6150829E-04  2.3795867E-03  contract inside
1069        3035        -1.2075618E+03  -1.2075615E+03  2.5699109E-04  2.3795867E-03  reflect-0
1070        3055        -1.2075618E+03  -1.2075615E+03  2.3775756E-04  2.3795867E-03  contract outside
1071        3065        -1.2075618E+03  -1.2075616E+03  2.1673417E-04  4.1375159E-03  reflect-0
1072        3085        -1.2075618E+03  -1.2075616E+03  1.9359261E-04  4.1375159E-03  contract inside
1073        3105        -1.2075618E+03  -1.2075616E+03  1.6716254E-04  2.4873675E-03  contract inside
1074        3115        -1.2075618E+03  -1.2075616E+03  1.5842359E-04  4.5274458E-03  reflect-0
1075        3125        -1.2075618E+03  -1.2075616E+03  1.5799564E-04  4.5274458E-03  reflect-0
1076        3145        -1.2075618E+03  -1.2075616E+03  1.3007946E-04  4.5274458E-03  contract inside
1077        3165        -1.2075618E+03  -1.2075617E+03  1.0887559E-04  4.5274458E-03  contract inside
